Vnum	Name	Rank	Type	BattleType	Level	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive			
135	???? ????	KNIGHT	MONSTER	MELEE	18		AGGR	0	ANIMAL	CURSE	0	wolf	0	17	25	25	8	25	30	936	6	7	0	1668	1980	22	100	120	100	2000	50	30070	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
136	???? ?? ????	S_KNIGHT	MONSTER	MELEE	21		AGGR	0	ANIMAL	CURSE	0	wolf	0	33	17	17	8	21	39	1761	6	12	0	1805	4590	26	100	120	100	2000	50	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
137	???? ???	KNIGHT	MONSTER	MELEE	12		AGGR	0	ANIMAL	CURSE	0	wild_boar	0	35	17	26	9	15	28	610	6	7	0	1580	1332	16	100	120	100	2000	50	30004	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
138	???? ?? ???	S_KNIGHT	MONSTER	MELEE	15		AGGR	0	ANIMAL	CURSE	0	wild_boar	0	35	18	26	9	22	27	1192	6	7	0	1691	3294	19	100	120	100	2000	50	30003	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
139	???? ?	KNIGHT	MONSTER	MELEE	17		AGGR	0	ANIMAL	CURSE	0	bear	0	36	18	27	9	19	34	875	6	7	0	1655	1872	21	100	120	100	2000	50	30010	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
140	???? ???	S_KNIGHT	MONSTER	TANKER	20		AGGR	0	ANIMAL	CURSE	0	bear	0	36	19	27	9	26	32	1659	6	7	0	1785	4374	25	100	120	100	2000	50	30071	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
141	???? ???	KNIGHT	MONSTER	TANKER	24		AGGR	0	ANIMAL	CURSE	0	bear	0	37	19	28	9	23	43	1342	6	7	0	1760	2628	29	100	120	100	2000	50	30053	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
142	???? ??	S_KNIGHT	MONSTER	TANKER	26		AGGR	0	ANIMAL	CURSE	0	bear	0	37	19	28	9	31	38	2342	4	12	0	1899	5670	31	100	120	100	2000	50	30072	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
143	???? ???	KNIGHT	MONSTER	POWER	24		AGGR	0	ANIMAL	CURSE	0	tiger	0	28	38	19	9	26	40	1342	6	12	0	1760	2628	29	100	120	100	2000	50	30038	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
144	???? ??	S_KNIGHT	MONSTER	POWER	29		AGGR	0	ANIMAL	CURSE	0	tiger	0	39	30	20	10	27	49	2685	9	22	0	1956	6318	34	100	120	100	2000	50	30023	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
151	?? ???? ??	S_KNIGHT	MONSTER	MELEE	9			0	ANIMAL		0	wolf	0	14	8	16	4	17	21	450	6	5	0	1493	450	15	80	100	25	2000	50	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
152	?? ???? ??	S_KNIGHT	MONSTER	MELEE	16			0	ANIMAL		0	wolf	0	23	24	12	6	23	28	800	8	10	0	1625	900	25	80	130	25	2000	50	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
153	?? ??? ??	S_KNIGHT	MONSTER	MELEE	10			0	ANIMAL		0	wild_boar	0	22	9	13	4	18	22	600	6	5	0	1520	540	15	80	100	30	2000	50	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
154	?? ??	S_KNIGHT	MONSTER	POWER	21			0	ANIMAL		0	bear	0	35	15	23	8	27	33	1000	8	10	0	1760	990	26	100	100	40	2000	50	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
155	?? ??	S_KNIGHT	MONSTER	POWER	24		AGGR	0	ANIMAL		0	tiger	0	25	17	45	9	30	36	1200	15	20	0	1760	1134	29	100	130	50	2000	50	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
171	??? ??	PAWN	MONSTER	MELEE	1			0	ANIMAL		0	stray_dog	0	3	6	5	2	12	15	101	6	7	0	1407	54	4	100	100	0	2000	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
172	??? ??	PAWN	MONSTER	MELEE	3			0	ANIMAL		0	wolf	0	4	9	7	2	14	17	129	6	7	0	1421	126	6	100	100	25	2000	50	30028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
173	??? ????	PAWN	MONSTER	MELEE	4			0	ANIMAL		0	wolf	0	8	5	10	3	15	18	145	6	7	0	1425	162	7	100	130	25	2000	50	30069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
174	??? ????	PAWN	MONSTER	MELEE	6			0	ANIMAL		0	wolf	0	9	12	6	3	15	23	180	6	7	0	1439	252	9	100	100	25	2000	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
175	??? ?? ????	PAWN	MONSTER	MELEE	9			0	ANIMAL		0	wolf	0	14	8	16	4	20	25	238	6	7	0	1458	360	13	80	100	25	2000	50	30027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
176	??? ????	PAWN	MONSTER	MELEE	13			0	ANIMAL		0	wolf	0	21	21	10	5	24	30	329	6	7	0	1485	504	17	100	100	25	2000	50	30070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
177	??? ?? ????	S_PAWN	MONSTER	MELEE	16			0	ANIMAL		0	wolf	0	23	24	12	6	27	33	491	6	12	0	1574	738	20	80	130	25	2000	50	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
178	??? ???	PAWN	MONSTER	MELEE	7			0	ANIMAL		0	wild_boar	0	14	7	10	3	18	22	198	6	7	0	1445	288	11	80	100	30	2000	50	30004	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
179	??? ?? ???	S_PAWN	MONSTER	MELEE	10			0	ANIMAL		0	wild_boar	0	22	9	13	4	21	26	311	3	7	0	1508	468	14	80	100	30	2000	50	30003	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
180	??? ?	PAWN	MONSTER	POWER	12			0	ANIMAL		0	bear	0	20	10	20	5	24	28	305	6	7	0	1476	468	16	100	70	40	2000	50	30010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
181	??? ???	S_PAWN	MONSTER	TANKER	15			0	ANIMAL		0	bear	0	14	17	34	6	27	32	458	6	7	0	1562	702	19	100	100	40	2000	50	30071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
182	??? ???	PAWN	MONSTER	POWER	19			0	ANIMAL		0	bear	0	36	14	21	7	30	37	499	6	7	0	1521	1224	24	100	100	40	2000	50	30053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
183	??? ??	S_PAWN	MONSTER	POWER	21			0	ANIMAL		0	bear	0	35	15	23	8	33	40	676	6	12	0	1625	1620	26	100	100	40	2000	50	30072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
184	??? ???	PAWN	MONSTER	POWER	18			0	ANIMAL		0	tiger	0	18	20	27	7	30	36	468	6	12	0	1517	1152	22	100	100	50	2000	50	30038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
185	??? ??	S_PAWN	MONSTER	POWER	24		AGGR	0	ANIMAL		0	tiger	0	25	17	45	9	36	43	805	10	22	0	1659	1836	29	100	130	50	2000	50	30023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
191	???	S_KNIGHT	MONSTER	MELEE	30			0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	mountain_dog_god	0	39	20	30	10	26	48	2940	4	12	0	1979	10890	35	100	140	100	2000	50	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0			
192	??	S_KNIGHT	MONSTER	MELEE	31			0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	wild_boar_god	0	30	20	41	10	34	42	3069	14	17	0	1997	11250	37	100	140	100	2000	50	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0			
193	??	S_KNIGHT	MONSTER	TANKER	33			0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	bear	0	32	22	43	11	36	44	3385	19	22	0	2034	11970	39	100	140	100	2000	50	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0			
194	??	S_KNIGHT	MONSTER	POWER	35			0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	tiger	0	23	45	34	11	34	50	3616	24	27	0	2073	12690	41	100	140	100	2000	50	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0			
301	????	PAWN	MONSTER	MAGIC	18			0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	25	30	613	6	5	0	1530	1656	22	100	120	35	2000	50	30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
302	????	PAWN	MONSTER	MAGIC	20			0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	23	35	506	6	7	0	1701	1836	25	60	130	35	2000	50	30031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
303	???? ??	S_PAWN	MONSTER	MAGIC	25			0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	24	44	1115	8	12	0	1697	3816	30	100	120	35	2000	50	30011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
304	???? ??	S_PAWN	MONSTER	MAGIC	25		AGGR	0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	31	37	1115	8	12	0	1697	3816	30	100	120	35	2000	50	30073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
331	???? ??	S_PAWN	MONSTER	MELEE	18		AGGR	0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	28	35	1450	12	7	0	2159	2520	22	110	120	35	2000	50	30034	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
332	???? ??	S_PAWN	MONSTER	RANGE	20		AGGR	0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	27	40	1622	12	7	0	2223	2736	25	70	130	35	2000	50	30031	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
333	???? ??	KNIGHT	MONSTER	MELEE	25		AGGR	0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	27	50	3207	10	7	0	2384	6534	30	110	120	35	2000	50	30011	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
334	???? ??	KNIGHT	MONSTER	MELEE	25		AGGR	0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	27	50	3207	10	7	0	2384	6534	30	110	120	35	2000	50	30073	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
351	??? ????	S_PAWN	MONSTER	MAGIC	18			0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	30	36	490	6	5	0	1530	1152	22	100	120	35	2000	50	30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
352	??? ????	S_PAWN	MONSTER	MAGIC	20			0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	28	42	404	6	7	0	1701	1278	25	60	130	35	2000	50	30031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
353	??? ???? ??	KNIGHT	MONSTER	MAGIC	25			0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	28	53	892	8	12	0	1697	2682	30	100	120	35	2000	50	30011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
354	??? ???? ??	KNIGHT	MONSTER	MAGIC	25			0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	37	45	892	8	12	0	1697	2682	30	100	120	35	2000	50	30073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
391	??	S_KNIGHT	MONSTER	MAGIC	23			0	HUMAN	SLOW	0	bksecond	0	32	16	24	8	22	41	2076	9	17	0	1890	11718	28	100	150	100	2000	50	30018	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0			
392	??	S_KNIGHT	MONSTER	MAGIC	26			0	HUMAN	SLOW	0	bkthird	0	36	18	27	9	24	45	2453	14	22	0	1953	13230	31	100	150	100	2000	50	30017	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0			
393	??	S_KNIGHT	MONSTER	MAGIC	28			0	HUMAN	SLOW	0	bkfourth	0	38	19	29	10	26	47	2692	19	27	0	1997	14238	33	100	150	100	2000	50	30035	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0			
394	??	S_KNIGHT	MONSTER	MAGIC	31			0	HUMAN	SLOW	0	bkboss	0	42	21	31	10	28	51	3069	19	32	0	2057	15750	37	100	150	100	2000	50	30073	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0			
395	??? ??	S_KNIGHT	MONSTER	MAGIC	23			0	HUMAN	SLOW	0	bksecond	0	32	16	24	8	36	43	392	9	17	0	1890	8208	28	100	150	100	2000	50	30018	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0			
396	??? ??	S_KNIGHT	MONSTER	MAGIC	26			0	HUMAN	SLOW	0	bkthird	0	36	18	27	9	33	51	324	14	22	0	1953	9270	31	100	150	100	2000	50	30017	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0			
397	??? ??	S_KNIGHT	MONSTER	MAGIC	28			0	HUMAN	SLOW	0	bkfourth	0	38	19	29	10	34	64	714	19	27	0	1997	9972	33	100	150	100	2000	50	30035	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0			
398	??? ??	S_KNIGHT	MONSTER	MAGIC	31			0	HUMAN	SLOW	0	bkboss	0	42	21	31	10	44	54	714	19	32	0	2057	11034	37	100	150	100	2000	50	30073	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0			
401	????	PAWN	MONSTER	MELEE	26			0	HUMAN		0	thief1	0	36	18	27	9	31	38	981	6	5	0	1566	3312	31	100	110	50	2000	50	30032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
402	?????	PAWN	MONSTER	MELEE	27			0	HUMAN		0	thief2	0	37	19	28	9	35	50	1027	8	10	0	1574	3438	32	80	150	50	2000	50	30074	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
403	????	PAWN	MONSTER	RANGE	29			0	HUMAN		0	thief3	0	30	39	10	10	34	41	818	6	7	0	1814	3690	34	60	150	50	2000	50	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
404	???? ??	S_PAWN	MONSTER	POWER	30			0	HUMAN		0	thiefboss1	0	30	20	45	10	33	55	1411	8	12	0	1722	4572	35	100	100	50	2000	50	30021	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
